"","ID_rispondente","blocco","ID_domanda","alternativa","dolce","bottiglia","salame","torrone","cioccolatini","miele","grana","prezzo","destinatario","anni","occupazione","genere","provincia","team","scelta"
"15",1,"1",5,"3","pandoro","spumante","1","1","0","0","0",10,"Parente",34,"Lavoratore","F","TN","Team Pandoro","0"
"16",1,"1",6,"1","pandoro","spumante","1","1","0","0","0",16,"Parente",34,"Lavoratore","F","TN","Team Pandoro","1"
"17",1,"1",6,"2","panettone","passito","0","1","0","1","0",10,"Parente",34,"Lavoratore","F","TN","Team Pandoro","0"
"18",1,"1",6,"3","panettone","passito","1","1","1","1","1",10,"Parente",34,"Lavoratore","F","TN","Team Pandoro","0"
"19",1,"1",7,"1","panettone","spumante","0","1","1","1","0",13,"Parente",34,"Lavoratore","F","TN","Team Pandoro","0"
"20",1,"1",7,"2","panettone","spumante","1","1","0","1","1",13,"Parente",34,"Lavoratore","F","TN","Team Pandoro","1"
"21",1,"1",7,"3","pandoro","passito","0","0","1","0","0",16,"Parente",34,"Lavoratore","F","TN","Team Pandoro","0"
"22",1,"1",8,"1","pandoro","passito","0","0","0","1","1",16,"Parente",34,"Lavoratore","F","TN","Team Pandoro","0"
"23",1,"1",8,"2","pandoro","spumante","0","0","1","1","1",13,"Parente",34,"Lavoratore","F","TN","Team Pandoro","0"
"24",1,"1",8,"3","pandoro","passito","0","1","0","0","1",20,"Parente",34,"Lavoratore","F","TN","Team Pandoro","1"
"25",2,"1",1,"1","panettone","passito","1","1","0","0","0",10,"Parente",32,"Lavoratore","M","MI","Team Panettone","1"
"26",2,"1",1,"2","pandoro","passito","1","0","1","1","0",10,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"27",2,"1",1,"3","panettone","spumante","0","1","0","0","1",13,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"28",2,"1",2,"1","panettone","passito","1","0","1","0","1",13,"Parente",32,"Lavoratore","M","MI","Team Panettone","1"
"29",2,"1",2,"2","pandoro","spumante","0","1","1","0","1",10,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"30",2,"1",2,"3","pandoro","spumante","1","1","1","1","1",16,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"31",2,"1",3,"1","panettone","passito","1","1","1","1","1",16,"Parente",32,"Lavoratore","M","MI","Team Panettone","1"
"32",2,"1",3,"2","panettone","spumante","1","0","1","1","0",16,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"33",2,"1",3,"3","panettone","spumante","0","0","1","0","0",10,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"34",2,"1",4,"1","panettone","passito","1","0","0","1","0",20,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"35",2,"1",4,"2","pandoro","passito","1","1","1","0","0",13,"Parente",32,"Lavoratore","M","MI","Team Panettone","1"
"36",2,"1",4,"3","pandoro","spumante","1","0","1","0","1",13,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"37",2,"1",5,"1","panettone","spumante","0","0","0","1","1",10,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"38",2,"1",5,"2","pandoro","spumante","0","0","0","0","0",20,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"39",2,"1",5,"3","pandoro","spumante","1","1","0","0","0",10,"Parente",32,"Lavoratore","M","MI","Team Panettone","1"
"40",2,"1",6,"1","pandoro","spumante","1","1","0","0","0",16,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"41",2,"1",6,"2","panettone","passito","0","1","0","1","0",10,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"42",2,"1",6,"3","panettone","passito","1","1","1","1","1",10,"Parente",32,"Lavoratore","M","MI","Team Panettone","1"
"43",2,"1",7,"1","panettone","spumante","0","1","1","1","0",13,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"44",2,"1",7,"2","panettone","spumante","1","1","0","1","1",13,"Parente",32,"Lavoratore","M","MI","Team Panettone","1"
"45",2,"1",7,"3","pandoro","passito","0","0","1","0","0",16,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"46",2,"1",8,"1","pandoro","passito","0","0","0","1","1",16,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"47",2,"1",8,"2","pandoro","spumante","0","0","1","1","1",13,"Parente",32,"Lavoratore","M","MI","Team Panettone","1"
"48",2,"1",8,"3","pandoro","passito","0","1","0","0","1",20,"Parente",32,"Lavoratore","M","MI","Team Panettone","0"
"49",3,"1",1,"1","panettone","passito","1","1","0","0","0",10,"Amico",64,"Pensionato","F","MI","Team Panettone","1"
"50",3,"1",1,"2","pandoro","passito","1","0","1","1","0",10,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"51",3,"1",1,"3","panettone","spumante","0","1","0","0","1",13,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"52",3,"1",2,"1","panettone","passito","1","0","1","0","1",13,"Amico",64,"Pensionato","F","MI","Team Panettone","1"
"53",3,"1",2,"2","pandoro","spumante","0","1","1","0","1",10,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"54",3,"1",2,"3","pandoro","spumante","1","1","1","1","1",16,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"55",3,"1",3,"1","panettone","passito","1","1","1","1","1",16,"Amico",64,"Pensionato","F","MI","Team Panettone","1"
"56",3,"1",3,"2","panettone","spumante","1","0","1","1","0",16,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"57",3,"1",3,"3","panettone","spumante","0","0","1","0","0",10,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"58",3,"1",4,"1","panettone","passito","1","0","0","1","0",20,"Amico",64,"Pensionato","F","MI","Team Panettone","1"
"59",3,"1",4,"2","pandoro","passito","1","1","1","0","0",13,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"60",3,"1",4,"3","pandoro","spumante","1","0","1","0","1",13,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"61",3,"1",5,"1","panettone","spumante","0","0","0","1","1",10,"Amico",64,"Pensionato","F","MI","Team Panettone","1"
"62",3,"1",5,"2","pandoro","spumante","0","0","0","0","0",20,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"63",3,"1",5,"3","pandoro","spumante","1","1","0","0","0",10,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"64",3,"1",6,"1","pandoro","spumante","1","1","0","0","0",16,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"65",3,"1",6,"2","panettone","passito","0","1","0","1","0",10,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"66",3,"1",6,"3","panettone","passito","1","1","1","1","1",10,"Amico",64,"Pensionato","F","MI","Team Panettone","1"
"67",3,"1",7,"1","panettone","spumante","0","1","1","1","0",13,"Amico",64,"Pensionato","F","MI","Team Panettone","1"
"68",3,"1",7,"2","panettone","spumante","1","1","0","1","1",13,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"69",3,"1",7,"3","pandoro","passito","0","0","1","0","0",16,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"70",3,"1",8,"1","pandoro","passito","0","0","0","1","1",16,"Amico",64,"Pensionato","F","MI","Team Panettone","1"
"71",3,"1",8,"2","pandoro","spumante","0","0","1","1","1",13,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"72",3,"1",8,"3","pandoro","passito","0","1","0","0","1",20,"Amico",64,"Pensionato","F","MI","Team Panettone","0"
"73",4,"1",1,"1","panettone","passito","1","1","0","0","0",10,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","1"
"74",4,"1",1,"2","pandoro","passito","1","0","1","1","0",10,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"75",4,"1",1,"3","panettone","spumante","0","1","0","0","1",13,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"76",4,"1",2,"1","panettone","passito","1","0","1","0","1",13,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","1"
"77",4,"1",2,"2","pandoro","spumante","0","1","1","0","1",10,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"78",4,"1",2,"3","pandoro","spumante","1","1","1","1","1",16,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"79",4,"1",3,"1","panettone","passito","1","1","1","1","1",16,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"80",4,"1",3,"2","panettone","spumante","1","0","1","1","0",16,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"81",4,"1",3,"3","panettone","spumante","0","0","1","0","0",10,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","1"
"82",4,"1",4,"1","panettone","passito","1","0","0","1","0",20,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"83",4,"1",4,"2","pandoro","passito","1","1","1","0","0",13,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"84",4,"1",4,"3","pandoro","spumante","1","0","1","0","1",13,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","1"
"85",4,"1",5,"1","panettone","spumante","0","0","0","1","1",10,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"86",4,"1",5,"2","pandoro","spumante","0","0","0","0","0",20,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"87",4,"1",5,"3","pandoro","spumante","1","1","0","0","0",10,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","1"
"88",4,"1",6,"1","pandoro","spumante","1","1","0","0","0",16,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"89",4,"1",6,"2","panettone","passito","0","1","0","1","0",10,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","1"
"90",4,"1",6,"3","panettone","passito","1","1","1","1","1",10,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"91",4,"1",7,"1","panettone","spumante","0","1","1","1","0",13,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","1"
"92",4,"1",7,"2","panettone","spumante","1","1","0","1","1",13,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"93",4,"1",7,"3","pandoro","passito","0","0","1","0","0",16,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"94",4,"1",8,"1","pandoro","passito","0","0","0","1","1",16,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"95",4,"1",8,"2","pandoro","spumante","0","0","1","1","1",13,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","1"
"96",4,"1",8,"3","pandoro","passito","0","1","0","0","1",20,"Parente",36,"Lavoratore","M","ESTERO","Team Pandoro","0"
"97",5,"1",1,"1","panettone","passito","1","1","0","0","0",10,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"98",5,"1",1,"2","pandoro","passito","1","0","1","1","0",10,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"99",5,"1",1,"3","panettone","spumante","0","1","0","0","1",13,"Parente",35,"Lavoratore","F","MI","Team Panettone","1"
"100",5,"1",2,"1","panettone","passito","1","0","1","0","1",13,"Parente",35,"Lavoratore","F","MI","Team Panettone","1"
"101",5,"1",2,"2","pandoro","spumante","0","1","1","0","1",10,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"102",5,"1",2,"3","pandoro","spumante","1","1","1","1","1",16,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"103",5,"1",3,"1","panettone","passito","1","1","1","1","1",16,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"104",5,"1",3,"2","panettone","spumante","1","0","1","1","0",16,"Parente",35,"Lavoratore","F","MI","Team Panettone","1"
"105",5,"1",3,"3","panettone","spumante","0","0","1","0","0",10,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"106",5,"1",4,"1","panettone","passito","1","0","0","1","0",20,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"107",5,"1",4,"2","pandoro","passito","1","1","1","0","0",13,"Parente",35,"Lavoratore","F","MI","Team Panettone","1"
"108",5,"1",4,"3","pandoro","spumante","1","0","1","0","1",13,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"109",5,"1",5,"1","panettone","spumante","0","0","0","1","1",10,"Parente",35,"Lavoratore","F","MI","Team Panettone","1"
"110",5,"1",5,"2","pandoro","spumante","0","0","0","0","0",20,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"111",5,"1",5,"3","pandoro","spumante","1","1","0","0","0",10,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"112",5,"1",6,"1","pandoro","spumante","1","1","0","0","0",16,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"113",5,"1",6,"2","panettone","passito","0","1","0","1","0",10,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"114",5,"1",6,"3","panettone","passito","1","1","1","1","1",10,"Parente",35,"Lavoratore","F","MI","Team Panettone","1"
"115",5,"1",7,"1","panettone","spumante","0","1","1","1","0",13,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"116",5,"1",7,"2","panettone","spumante","1","1","0","1","1",13,"Parente",35,"Lavoratore","F","MI","Team Panettone","1"
"117",5,"1",7,"3","pandoro","passito","0","0","1","0","0",16,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"118",5,"1",8,"1","pandoro","passito","0","0","0","1","1",16,"Parente",35,"Lavoratore","F","MI","Team Panettone","1"
"119",5,"1",8,"2","pandoro","spumante","0","0","1","1","1",13,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"120",5,"1",8,"3","pandoro","passito","0","1","0","0","1",20,"Parente",35,"Lavoratore","F","MI","Team Panettone","0"
"121",6,"1",1,"1","panettone","passito","1","1","0","0","0",10,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"122",6,"1",1,"2","pandoro","passito","1","0","1","1","0",10,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"123",6,"1",1,"3","panettone","spumante","0","1","0","0","1",13,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","1"
"124",6,"1",2,"1","panettone","passito","1","0","1","0","1",13,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"125",6,"1",2,"2","pandoro","spumante","0","1","1","0","1",10,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","1"
"126",6,"1",2,"3","pandoro","spumante","1","1","1","1","1",16,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"127",6,"1",3,"1","panettone","passito","1","1","1","1","1",16,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"128",6,"1",3,"2","panettone","spumante","1","0","1","1","0",16,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"129",6,"1",3,"3","panettone","spumante","0","0","1","0","0",10,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","1"
"130",6,"1",4,"1","panettone","passito","1","0","0","1","0",20,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"131",6,"1",4,"2","pandoro","passito","1","1","1","0","0",13,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"132",6,"1",4,"3","pandoro","spumante","1","0","1","0","1",13,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","1"
"133",6,"1",5,"1","panettone","spumante","0","0","0","1","1",10,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"134",6,"1",5,"2","pandoro","spumante","0","0","0","0","0",20,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","1"
"135",6,"1",5,"3","pandoro","spumante","1","1","0","0","0",10,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"136",6,"1",6,"1","pandoro","spumante","1","1","0","0","0",16,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","1"
"137",6,"1",6,"2","panettone","passito","0","1","0","1","0",10,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"138",6,"1",6,"3","panettone","passito","1","1","1","1","1",10,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"139",6,"1",7,"1","panettone","spumante","0","1","1","1","0",13,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","1"
"140",6,"1",7,"2","panettone","spumante","1","1","0","1","1",13,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"141",6,"1",7,"3","pandoro","passito","0","0","1","0","0",16,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"142",6,"1",8,"1","pandoro","passito","0","0","0","1","1",16,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"143",6,"1",8,"2","pandoro","spumante","0","0","1","1","1",13,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","1"
"144",6,"1",8,"3","pandoro","passito","0","1","0","0","1",20,"Parente",45,"Lavoratore","M","BZ","Team Pandoro","0"
"145",7,"1",1,"1","panettone","passito","1","1","0","0","0",10,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"146",7,"1",1,"2","pandoro","passito","1","0","1","1","0",10,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"147",7,"1",1,"3","panettone","spumante","0","1","0","0","1",13,"Parente",72,"Pensionato","F","BZ","Team Pandoro","1"
"148",7,"1",2,"1","panettone","passito","1","0","1","0","1",13,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"149",7,"1",2,"2","pandoro","spumante","0","1","1","0","1",10,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"150",7,"1",2,"3","pandoro","spumante","1","1","1","1","1",16,"Parente",72,"Pensionato","F","BZ","Team Pandoro","1"
"151",7,"1",3,"1","panettone","passito","1","1","1","1","1",16,"Parente",72,"Pensionato","F","BZ","Team Pandoro","1"
"152",7,"1",3,"2","panettone","spumante","1","0","1","1","0",16,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"153",7,"1",3,"3","panettone","spumante","0","0","1","0","0",10,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"154",7,"1",4,"1","panettone","passito","1","0","0","1","0",20,"Parente",72,"Pensionato","F","BZ","Team Pandoro","1"
"155",7,"1",4,"2","pandoro","passito","1","1","1","0","0",13,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"156",7,"1",4,"3","pandoro","spumante","1","0","1","0","1",13,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"157",7,"1",5,"1","panettone","spumante","0","0","0","1","1",10,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"158",7,"1",5,"2","pandoro","spumante","0","0","0","0","0",20,"Parente",72,"Pensionato","F","BZ","Team Pandoro","1"
"159",7,"1",5,"3","pandoro","spumante","1","1","0","0","0",10,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"160",7,"1",6,"1","pandoro","spumante","1","1","0","0","0",16,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"161",7,"1",6,"2","panettone","passito","0","1","0","1","0",10,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"162",7,"1",6,"3","panettone","passito","1","1","1","1","1",10,"Parente",72,"Pensionato","F","BZ","Team Pandoro","1"
"163",7,"1",7,"1","panettone","spumante","0","1","1","1","0",13,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"164",7,"1",7,"2","panettone","spumante","1","1","0","1","1",13,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"165",7,"1",7,"3","pandoro","passito","0","0","1","0","0",16,"Parente",72,"Pensionato","F","BZ","Team Pandoro","1"
"166",7,"1",8,"1","pandoro","passito","0","0","0","1","1",16,"Parente",72,"Pensionato","F","BZ","Team Pandoro","1"
"167",7,"1",8,"2","pandoro","spumante","0","0","1","1","1",13,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"168",7,"1",8,"3","pandoro","passito","0","1","0","0","1",20,"Parente",72,"Pensionato","F","BZ","Team Pandoro","0"
"169",8,"1",1,"1","panettone","passito","1","1","0","0","0",10,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"170",8,"1",1,"2","pandoro","passito","1","0","1","1","0",10,"Parente",44,"Lavoratore","M","BO","Team Panettone","1"
"171",8,"1",1,"3","panettone","spumante","0","1","0","0","1",13,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"172",8,"1",2,"1","panettone","passito","1","0","1","0","1",13,"Parente",44,"Lavoratore","M","BO","Team Panettone","1"
"173",8,"1",2,"2","pandoro","spumante","0","1","1","0","1",10,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"174",8,"1",2,"3","pandoro","spumante","1","1","1","1","1",16,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"175",8,"1",3,"1","panettone","passito","1","1","1","1","1",16,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"176",8,"1",3,"2","panettone","spumante","1","0","1","1","0",16,"Parente",44,"Lavoratore","M","BO","Team Panettone","1"
"177",8,"1",3,"3","panettone","spumante","0","0","1","0","0",10,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"178",8,"1",4,"1","panettone","passito","1","0","0","1","0",20,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"179",8,"1",4,"2","pandoro","passito","1","1","1","0","0",13,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"180",8,"1",4,"3","pandoro","spumante","1","0","1","0","1",13,"Parente",44,"Lavoratore","M","BO","Team Panettone","1"
"181",8,"1",5,"1","panettone","spumante","0","0","0","1","1",10,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"182",8,"1",5,"2","pandoro","spumante","0","0","0","0","0",20,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"183",8,"1",5,"3","pandoro","spumante","1","1","0","0","0",10,"Parente",44,"Lavoratore","M","BO","Team Panettone","1"
"184",8,"1",6,"1","pandoro","spumante","1","1","0","0","0",16,"Parente",44,"Lavoratore","M","BO","Team Panettone","1"
"185",8,"1",6,"2","panettone","passito","0","1","0","1","0",10,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"186",8,"1",6,"3","panettone","passito","1","1","1","1","1",10,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"187",8,"1",7,"1","panettone","spumante","0","1","1","1","0",13,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"188",8,"1",7,"2","panettone","spumante","1","1","0","1","1",13,"Parente",44,"Lavoratore","M","BO","Team Panettone","1"
"189",8,"1",7,"3","pandoro","passito","0","0","1","0","0",16,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"190",8,"1",8,"1","pandoro","passito","0","0","0","1","1",16,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"191",8,"1",8,"2","pandoro","spumante","0","0","1","1","1",13,"Parente",44,"Lavoratore","M","BO","Team Panettone","0"
"192",8,"1",8,"3","pandoro","passito","0","1","0","0","1",20,"Parente",44,"Lavoratore","M","BO","Team Panettone","1"
"193",9,"1",1,"1","panettone","passito","1","1","0","0","0",10,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"194",9,"1",1,"2","pandoro","passito","1","0","1","1","0",10,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"195",9,"1",1,"3","panettone","spumante","0","1","0","0","1",13,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","1"
"196",9,"1",2,"1","panettone","passito","1","0","1","0","1",13,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"197",9,"1",2,"2","pandoro","spumante","0","1","1","0","1",10,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","1"
"198",9,"1",2,"3","pandoro","spumante","1","1","1","1","1",16,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"199",9,"1",3,"1","panettone","passito","1","1","1","1","1",16,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"200",9,"1",3,"2","panettone","spumante","1","0","1","1","0",16,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"201",9,"1",3,"3","panettone","spumante","0","0","1","0","0",10,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","1"
"202",9,"1",4,"1","panettone","passito","1","0","0","1","0",20,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"203",9,"1",4,"2","pandoro","passito","1","1","1","0","0",13,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"204",9,"1",4,"3","pandoro","spumante","1","0","1","0","1",13,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","1"
"205",9,"1",5,"1","panettone","spumante","0","0","0","1","1",10,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"206",9,"1",5,"2","pandoro","spumante","0","0","0","0","0",20,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","1"
"207",9,"1",5,"3","pandoro","spumante","1","1","0","0","0",10,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"208",9,"1",6,"1","pandoro","spumante","1","1","0","0","0",16,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","1"
"209",9,"1",6,"2","panettone","passito","0","1","0","1","0",10,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"210",9,"1",6,"3","panettone","passito","1","1","1","1","1",10,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"211",9,"1",7,"1","panettone","spumante","0","1","1","1","0",13,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"212",9,"1",7,"2","panettone","spumante","1","1","0","1","1",13,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","1"
"213",9,"1",7,"3","pandoro","passito","0","0","1","0","0",16,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
"214",9,"1",8,"1","pandoro","passito","0","0","0","1","1",16,"Famiglia del partner",70,"Pensionato","M","BZ","Team Pandoro","0"
